participant,final_rating,trial_list,rt,stimuli_type,delta_f,stimuli_direction,delta_t,response_f
CHN001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-80.wav,0.0,i,0,0,0,150.0
CHN001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-80.wav,1.3474,i,30,n,80,140.0
CHN001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-120.wav,5.8464,i,30,n,120,135.0
CHN001,12.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,2.2474,i,20,p,60,155.0
CHN001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-40.wav,1.7463,i,10,n,40,135.0
CHN001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,1.5475,i,40,p,60,170.0
CHN001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,2.8632,i,0,0,0,140.0
CHN001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,0.0,i,0,0,0,150.0
CHN001,14.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-100.wav,4.9804,i,20,p,100,165.0
CHN001,6.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-100.wav,1.8653,i,30,n,100,125.0
CHN001,7.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-100.wav,1.5359,i,20,n,100,130.0
CHN001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-40.wav,1.7859,i,30,n,40,140.0
CHN001,10.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-80.wav,1.6527,i,10,n,80,145.0
CHN001,17.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-80.wav,4.4632,i,40,p,80,180.0
CHN001,16.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-100.wav,2.7308,i,40,p,100,175.0
CHN001,7.0,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,2.0695,i,0,0,0,130.0
CHN001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,2.0813,i,40,n,80,135.0
CHN001,16.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-120.wav,1.8642,i,20,p,120,175.0
CHN001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-60.wav,1.9136,i,10,p,60,170.0
CHN001,16.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-40.wav,2.3815,i,40,p,40,175.0
CHN001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,2.0531,i,30,p,40,170.0
CHN001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,6.0155,i,40,n,40,135.0
CHN001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-120.wav,2.4033,i,20,n,120,135.0
CHN001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-60.wav,10.6634,i,30,p,60,170.0
CHN001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-120.wav,0.0,i,0,0,0,150.0
CHN001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-100.wav,1.6464,i,10,n,100,140.0
CHN001,13.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-120.wav,3.7791,di,10,p,120,160.0
CHN001,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-40.wav,4.2475,di,10,p,40,155.0
CHN001,13.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-40.wav,2.2803,di,20,p,40,160.0
CHN001,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-100.wav,2.1963,di,10,p,100,165.0
CHN001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-60.wav,1.9963,di,20,n,60,135.0
CHN001,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-120.wav,2.1194,di,40,p,120,170.0
CHN001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-60.wav,3.8972,di,10,n,60,135.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-80.wav,3.9807,di,20,n,80,130.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-40.wav,4.264,di,20,n,40,130.0
CHN001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-60.wav,2.1976,di,30,n,60,135.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-100.wav,1.6863,di,30,p,100,180.0
CHN001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-80.wav,2.2812,di,10,p,80,175.0
CHN001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-80.wav,2.0636,di,20,p,80,175.0
CHN001,5.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-120.wav,3.2144,di,40,n,120,120.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-120.wav,2.0194,di,30,p,120,180.0
CHN001,5.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-60.wav,3.4645,di,40,n,60,120.0
CHN001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-120.wav,1.7861,di,10,n,120,135.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-80.wav,4.1131,di,30,p,80,180.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-100.wav,3.9478,di,40,n,100,130.0
CHN001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-80.wav,0.0,di,0,0,0,150.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-80.wav,1.6478,di,30,n,80,130.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-120.wav,2.0027,di,30,n,120,130.0
CHN001,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-60.wav,1.6809,di,20,p,60,155.0
CHN001,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-40.wav,1.6194,di,10,n,40,145.0
CHN001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-60.wav,3.6805,di,40,p,60,175.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-60.wav,1.98,di,0,0,0,130.0
CHN001,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-40.wav,4.3305,di,0,0,0,155.0
CHN001,13.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-100.wav,1.9986,di,20,p,100,160.0
CHN001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-100.wav,2.198,di,30,n,100,130.0
CHN001,6.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-100.wav,1.8636,di,20,n,100,125.0
CHN001,6.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-40.wav,2.0314,di,30,n,40,125.0
CHN001,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-80.wav,1.8133,di,10,n,80,140.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-80.wav,3.5471,di,40,p,80,180.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-100.wav,1.8818,di,40,p,100,180.0
CHN001,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-100.wav,2.1307,di,0,0,0,145.0
CHN001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-80.wav,1.9802,di,40,n,80,135.0
CHN001,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-120.wav,1.7195,di,20,p,120,170.0
CHN001,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-60.wav,1.8648,di,10,p,60,165.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-40.wav,1.699,di,40,p,40,180.0
CHN001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-40.wav,1.9485,di,30,p,40,180.0
CHN001,5.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-40.wav,1.6147,di,40,n,40,120.0
CHN001,6.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-120.wav,3.0046,di,20,n,120,125.0
CHN001,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-60.wav,1.5962,di,30,p,60,170.0
CHN001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-120.wav,4.4143,di,0,0,0,150.0
CHN001,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-100.wav,3.5861,di,10,n,100,145.0
