"","subject_condition","sim_n","BF","subj_n"
"1465","beta8","sim65",49,75
"1466","beta8","sim66",Inf,75
"1467","beta8","sim67",1599,75
"1468","beta8","sim68",887.888888888889,75
"1469","beta8","sim69",Inf,75
"1470","beta8","sim70",Inf,75
"1471","beta8","sim71",Inf,75
"1472","beta8","sim72",1599,75
"1473","beta8","sim73",Inf,75
"1474","beta8","sim74",Inf,75
"1475","beta8","sim75",887.888888888889,75
"1476","beta8","sim76",Inf,75
"1477","beta8","sim77",Inf,75
"1478","beta8","sim78",1599,75
"1479","beta8","sim79",Inf,75
"1480","beta8","sim80",Inf,75
"1481","beta8","sim81",Inf,75
"1482","beta8","sim82",Inf,75
"1483","beta8","sim83",Inf,75
"1484","beta8","sim84",999,75
"1485","beta8","sim85",5.25,75
"1486","beta8","sim86",3999,75
"1487","beta8","sim87",Inf,75
"1488","beta8","sim88",Inf,75
"1489","beta8","sim89",Inf,75
"1490","beta8","sim90",249,75
"1491","beta8","sim91",7999,75
"1492","beta8","sim92",2665.66666666667,75
"1493","beta8","sim93",7999,75
"1494","beta8","sim94",189.47619047619,75
"1495","beta8","sim95",3999,75
"1496","beta8","sim96",Inf,75
"1497","beta8","sim97",799,75
"1498","beta8","sim98",Inf,75
"1499","beta8","sim99",2665.66666666667,75
"1500","beta8","sim100",Inf,75
"1501","beta8","sim101",469.588235294118,75
"1502","beta8","sim102",1999,75
"1503","beta8","sim103",Inf,75
"1504","beta8","sim104",3.82800241400121,75
"1505","beta8","sim105",3999,75
"1506","beta8","sim106",26.3037542662116,75
"1507","beta8","sim107",Inf,75
"1508","beta8","sim108",Inf,75
"1509","beta8","sim109",Inf,75
"1510","beta8","sim110",25.2295081967213,75
"1511","beta8","sim111",Inf,75
"1512","beta8","sim112",Inf,75
"1513","beta8","sim113",799,75
"1514","beta8","sim114",Inf,75
"1515","beta8","sim115",66.7966101694915,75
"1516","beta8","sim116",56.9710144927536,75
"1517","beta8","sim117",15.8776371308017,75
"1518","beta8","sim118",Inf,75
"1519","beta8","sim119",Inf,75
"1520","beta8","sim120",1599,75
"1521","beta8","sim121",7999,75
"1522","beta8","sim122",332.333333333333,75
"1523","beta8","sim123",3999,75
"1524","beta8","sim124",Inf,75
"1525","beta8","sim125",Inf,75
"1526","beta8","sim126",Inf,75
"1527","beta8","sim127",Inf,75
"1528","beta8","sim128",Inf,75
"1529","beta8","sim129",14.6862745098039,75
"1530","beta8","sim130",Inf,75
"1531","beta8","sim131",1599,75
"1532","beta8","sim132",726.272727272727,75
"1533","beta8","sim133",Inf,75
"1534","beta8","sim134",Inf,75
"1535","beta8","sim135",Inf,75
"1536","beta8","sim136",Inf,75
"1537","beta8","sim137",Inf,75
"1538","beta8","sim138",Inf,75
"1539","beta8","sim139",Inf,75
"1540","beta8","sim140",Inf,75
"1541","beta8","sim141",41.1052631578947,75
"1542","beta8","sim142",Inf,75
"1543","beta8","sim143",Inf,75
"1544","beta8","sim144",887.888888888889,75
"1545","beta8","sim145",7999,75
"1546","beta8","sim146",Inf,75
"1547","beta8","sim147",2665.66666666667,75
"1548","beta8","sim148",Inf,75
"1549","beta8","sim149",Inf,75
"1550","beta8","sim150",63.5161290322581,75
"1551","beta8","sim151",122.076923076923,75
"1552","beta8","sim152",Inf,75
"1553","beta8","sim153",45.242774566474,75
"1554","beta8","sim154",Inf,75
"1555","beta8","sim155",Inf,75
"1556","beta8","sim156",3999,75
"1557","beta8","sim157",Inf,75
"1558","beta8","sim158",249,75
"1559","beta8","sim159",Inf,75
"1560","beta8","sim160",Inf,75
"1561","beta8","sim161",Inf,75
"1562","beta8","sim162",7999,75
"1563","beta8","sim163",114.942028985507,75
"1564","beta8","sim164",7999,75
"1565","beta8","sim165",Inf,75
"1566","beta8","sim166",3999,75
"1567","beta8","sim167",3999,75
"1568","beta8","sim168",1999,75
"1569","beta8","sim169",Inf,75
"1570","beta8","sim170",155.862745098039,75
"1571","beta8","sim171",5.67222685571309,75
"1572","beta8","sim172",Inf,75
"1573","beta8","sim173",Inf,75
"1574","beta8","sim174",Inf,75
"1575","beta8","sim175",Inf,75
"1576","beta8","sim176",Inf,75
"1577","beta8","sim177",3.42477876106195,75
"1578","beta8","sim178",1332.33333333333,75
"1579","beta8","sim179",1599,75
"1580","beta8","sim180",Inf,75
"1581","beta8","sim181",14.1515151515152,75
"1582","beta8","sim182",Inf,75
"1583","beta8","sim183",66.2268907563025,75
"1584","beta8","sim184",Inf,75
"1585","beta8","sim185",Inf,75
"1586","beta8","sim186",Inf,75
"1587","beta8","sim187",7999,75
"1588","beta8","sim188",Inf,75
"1589","beta8","sim189",499,75
"1590","beta8","sim190",7999,75
"1591","beta8","sim191",Inf,75
"1592","beta8","sim192",Inf,75
"1593","beta8","sim193",7999,75
"1594","beta8","sim194",1141.85714285714,75
"1595","beta8","sim195",3.32900432900433,75
"1596","beta8","sim196",185.046511627907,75
"1597","beta8","sim197",6.20720720720721,75
"1598","beta8","sim198",Inf,75
"1599","beta8","sim199",Inf,75
"1600","beta8","sim200",35.5296803652968,75
"1601","beta9","sim1",176.777777777778,80
"1602","beta9","sim2",12.2890365448505,80
"1603","beta9","sim3",Inf,80
"1604","beta9","sim4",7999,80
"1605","beta9","sim5",60.5384615384615,80
"1606","beta9","sim6",Inf,80
"1607","beta9","sim7",Inf,80
"1608","beta9","sim8",Inf,80
"1609","beta9","sim9",Inf,80
"1610","beta9","sim10",Inf,80
"1611","beta9","sim11",Inf,80
"1612","beta9","sim12",Inf,80
"1613","beta9","sim13",Inf,80
"1614","beta9","sim14",3999,80
"1615","beta9","sim15",Inf,80
"1616","beta9","sim16",Inf,80
"1617","beta9","sim17",128.032258064516,80
"1618","beta9","sim18",Inf,80
"1619","beta9","sim19",257.064516129032,80
"1620","beta9","sim20",Inf,80
"1621","beta9","sim21",Inf,80
"1622","beta9","sim22",249,80
"1623","beta9","sim23",159,80
"1624","beta9","sim24",Inf,80
"1625","beta9","sim25",Inf,80
"1626","beta9","sim26",234.294117647059,80
"1627","beta9","sim27",Inf,80
"1628","beta9","sim28",234.294117647059,80
"1629","beta9","sim29",61.015503875969,80
"1630","beta9","sim30",Inf,80
"1631","beta9","sim31",Inf,80
"1632","beta9","sim32",Inf,80
"1633","beta9","sim33",111.676056338028,80
"1634","beta9","sim34",532.333333333333,80
"1635","beta9","sim35",43.1988950276243,80
"1636","beta9","sim36",172.913043478261,80
"1637","beta9","sim37",Inf,80
"1638","beta9","sim38",799,80
"1639","beta9","sim39",139.350877192982,80
"1640","beta9","sim40",Inf,80
"1641","beta9","sim41",Inf,80
"1642","beta9","sim42",134.593220338983,80
"1643","beta9","sim43",Inf,80
"1644","beta9","sim44",665.666666666667,80
"1645","beta9","sim45",Inf,80
"1646","beta9","sim46",7.50159404888417,80
"1647","beta9","sim47",7999,80
"1648","beta9","sim48",Inf,80
"1649","beta9","sim49",Inf,80
"1650","beta9","sim50",1599,80
"1651","beta9","sim51",Inf,80
"1652","beta9","sim52",Inf,80
"1653","beta9","sim53",25.3157894736842,80
"1654","beta9","sim54",Inf,80
"1655","beta9","sim55",2665.66666666667,80
"1656","beta9","sim56",1999,80
"1657","beta9","sim57",Inf,80
"1658","beta9","sim58",Inf,80
"1659","beta9","sim59",1999,80
"1660","beta9","sim60",7999,80
"1661","beta9","sim61",Inf,80
"1662","beta9","sim62",Inf,80
"1663","beta9","sim63",1999,80
"1664","beta9","sim64",Inf,80
"1665","beta9","sim65",7999,80
"1666","beta9","sim66",Inf,80
"1667","beta9","sim67",Inf,80
"1668","beta9","sim68",Inf,80
"1669","beta9","sim69",234.294117647059,80
"1670","beta9","sim70",20.7983651226158,80
"1671","beta9","sim71",5.72834314550042,80
"1672","beta9","sim72",Inf,80
"1673","beta9","sim73",125.984126984127,80
"1674","beta9","sim74",3.09416581371546,80
"1675","beta9","sim75",Inf,80
"1676","beta9","sim76",3999,80
"1677","beta9","sim77",Inf,80
"1678","beta9","sim78",7999,80
"1679","beta9","sim79",7999,80
"1680","beta9","sim80",86.9120879120879,80
"1681","beta9","sim81",Inf,80
"1682","beta9","sim82",Inf,80
"1683","beta9","sim83",Inf,80
"1684","beta9","sim84",Inf,80
"1685","beta9","sim85",2665.66666666667,80
"1686","beta9","sim86",379.952380952381,80
"1687","beta9","sim87",Inf,80
"1688","beta9","sim88",Inf,80
"1689","beta9","sim89",Inf,80
"1690","beta9","sim90",319,80
"1691","beta9","sim91",Inf,80
"1692","beta9","sim92",6.89733464955578,80
"1693","beta9","sim93",Inf,80
"1694","beta9","sim94",3999,80
"1695","beta9","sim95",144.454545454545,80
"1696","beta9","sim96",Inf,80
"1697","beta9","sim97",57.3941605839416,80
"1698","beta9","sim98",Inf,80
"1699","beta9","sim99",18.8511166253102,80
"1700","beta9","sim100",92.0232558139535,80
"1701","beta9","sim101",Inf,80
"1702","beta9","sim102",Inf,80
"1703","beta9","sim103",Inf,80
"1704","beta9","sim104",999,80
"1705","beta9","sim105",2665.66666666667,80
"1706","beta9","sim106",Inf,80
"1707","beta9","sim107",Inf,80
"1708","beta9","sim108",Inf,80
"1709","beta9","sim109",Inf,80
"1710","beta9","sim110",Inf,80
"1711","beta9","sim111",Inf,80
"1712","beta9","sim112",Inf,80
"1713","beta9","sim113",Inf,80
"1714","beta9","sim114",3999,80
"1715","beta9","sim115",7999,80
"1716","beta9","sim116",11.7591706539075,80
"1717","beta9","sim117",Inf,80
"1718","beta9","sim118",Inf,80
"1719","beta9","sim119",2.76647834274953,80
"1720","beta9","sim120",2665.66666666667,80
"1721","beta9","sim121",999,80
"1722","beta9","sim122",Inf,80
"1723","beta9","sim123",1599,80
"1724","beta9","sim124",Inf,80
"1725","beta9","sim125",7999,80
"1726","beta9","sim126",Inf,80
"1727","beta9","sim127",Inf,80
"1728","beta9","sim128",Inf,80
"1729","beta9","sim129",Inf,80
"1730","beta9","sim130",Inf,80
"1731","beta9","sim131",443.444444444444,80
"1732","beta9","sim132",7999,80
"1733","beta9","sim133",Inf,80
"1734","beta9","sim134",20.8579234972678,80
"1735","beta9","sim135",57.8235294117647,80
"1736","beta9","sim136",Inf,80
"1737","beta9","sim137",Inf,80
"1738","beta9","sim138",999,80
"1739","beta9","sim139",Inf,80
"1740","beta9","sim140",Inf,80
"1741","beta9","sim141",3999,80
"1742","beta9","sim142",Inf,80
"1743","beta9","sim143",162.265306122449,80
"1744","beta9","sim144",93.1176470588235,80
"1745","beta9","sim145",Inf,80
"1746","beta9","sim146",Inf,80
"1747","beta9","sim147",999,80
"1748","beta9","sim148",3999,80
"1749","beta9","sim149",Inf,80
"1750","beta9","sim150",47.780487804878,80
"1751","beta9","sim151",Inf,80
"1752","beta9","sim152",999,80
"1753","beta9","sim153",7999,80
"1754","beta9","sim154",15.4948453608247,80
"1755","beta9","sim155",15.8421052631579,80
"1756","beta9","sim156",Inf,80
"1757","beta9","sim157",25.578073089701,80
"1758","beta9","sim158",3999,80
"1759","beta9","sim159",Inf,80
"1760","beta9","sim160",7999,80
"1761","beta9","sim161",420.052631578947,80
"1762","beta9","sim162",8.16380297823597,80
"1763","beta9","sim163",7999,80
"1764","beta9","sim164",295.296296296296,80
"1765","beta9","sim165",185.046511627907,80
"1766","beta9","sim166",Inf,80
"1767","beta9","sim167",Inf,80
"1768","beta9","sim168",Inf,80
"1769","beta9","sim169",31.258064516129,80
"1770","beta9","sim170",Inf,80
"1771","beta9","sim171",999,80
"1772","beta9","sim172",22.1884057971014,80
"1773","beta9","sim173",84.1063829787234,80
"1774","beta9","sim174",887.888888888889,80
"1775","beta9","sim175",Inf,80
"1776","beta9","sim176",1999,80
"1777","beta9","sim177",Inf,80
"1778","beta9","sim178",Inf,80
"1779","beta9","sim179",Inf,80
"1780","beta9","sim180",Inf,80
"1781","beta9","sim181",74.4716981132076,80
"1782","beta9","sim182",3999,80
"1783","beta9","sim183",2665.66666666667,80
"1784","beta9","sim184",7999,80
"1785","beta9","sim185",1599,80
"1786","beta9","sim186",Inf,80
"1787","beta9","sim187",1599,80
"1788","beta9","sim188",1599,80
"1789","beta9","sim189",1141.85714285714,80
"1790","beta9","sim190",7999,80
"1791","beta9","sim191",241.424242424242,80
"1792","beta9","sim192",Inf,80
"1793","beta9","sim193",3999,80
"1794","beta9","sim194",Inf,80
"1795","beta9","sim195",1999,80
"1796","beta9","sim196",274.862068965517,80
"1797","beta9","sim197",2665.66666666667,80
"1798","beta9","sim198",274.862068965517,80
"1799","beta9","sim199",221.222222222222,80
"1800","beta9","sim200",2665.66666666667,80
